lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
85,0,81.51478667651074,8,4,4,3,1,0,2,0
132,0,92.52645130617248,8,14,3,1,1,0,0,0
117,0,87.33726606030189,4,3,4,1,1,0,0,0
35,0,109.75520235101659,8,29,4,3,0,0,0,0
30,0,98.1,5,23,4,0,0,3,0,0
156,0,100.53750620542044,7,7,4,3,1,3,0,0
44,0,135.31242289401186,5,26,2,2,1,0,3,0
108,0,76.5,6,15,4,1,0,0,0,0
89,0,135.9,8,3,4,3,1,0,0,0
29,0,99.33330965268327,5,23,4,2,0,3,0,0
0,0,138.86275350291436,7,8,4,1,0,2,0,0
154,0,75.20883502929308,7,1,4,2,1,0,0,0
34,1,99.03054954078941,11,15,4,4,0,0,3,0
74,0,127.58129162102942,6,9,4,1,1,0,2,0
33,1,192.0729466183468,8,8,4,2,1,0,0,0
197,0,81.78153610046843,10,29,4,1,2,2,0,0
184,0,163.04797742926047,10,25,4,3,0,0,5,0
111,0,150.1649059967322,8,22,4,3,0,0,3,0
48,0,77.67809904075028,11,13,3,5,2,1,0,0
31,0,78.86004185149102,1,14,4,1,0,0,0,0
88,0,118.29783546533432,4,28,4,3,1,0,0,0
145,0,116.59541995370428,7,22,4,3,1,0,3,0
34,0,140.38513906701377,3,24,4,2,0,0,3,0
5,0,89.01930599702494,3,23,4,1,0,2,0,0
27,0,104.0,11,17,4,1,1,0,0,0
33,0,98.1,5,22,4,1,2,3,0,0
132,0,118.5079218703256,5,27,4,2,2,0,3,0
27,0,139.51923791866523,5,21,4,1,0,0,1,0
100,0,135.76960647579534,5,18,4,3,1,0,0,0
30,0,152.69801714136568,9,13,4,1,1,0,3,0
85,1,146.7095631241744,10,6,4,2,1,0,3,0
181,0,120.0,10,11,3,1,0,0,0,0
119,0,98.70646354813205,5,27,4,2,1,0,0,0
169,0,91.63935328683709,9,24,4,3,0,0,0,0
19,0,79.0,2,12,4,2,0,3,0,0
70,0,149.4,9,15,4,2,0,0,3,0
26,0,140.46176711006305,6,9,4,2,0,0,0,0
146,0,94.9386347775642,6,16,3,1,0,2,0,0
0,0,77.96278601972055,3,9,4,0,0,3,0,0
51,0,16.445770051633552,2,21,3,4,1,0,3,0
1,0,89.0,3,26,4,0,0,3,0,0
11,1,140.0,11,5,4,1,0,0,2,0
165,0,114.80083355059554,8,3,4,2,0,0,0,0
241,1,102.98004388431532,9,3,4,2,1,0,2,0
195,0,105.6697571177909,8,1,4,0,1,0,0,0
10,0,150.74804113014292,8,12,4,0,2,0,0,0
83,0,104.71585934945159,5,26,4,3,1,0,0,0
107,0,174.6,7,23,4,2,1,1,3,0
132,0,113.70459179286708,7,14,4,1,0,0,3,0
79,0,120.05785387595725,7,1,4,2,0,3,0,0
66,0,88.57360900926587,4,2,4,1,0,0,0,0
115,0,107.4955521914993,9,14,4,1,0,3,0,0
39,0,168.8266967222202,6,27,4,2,0,0,2,0
79,0,87.3,3,2,4,1,0,0,0,0
269,0,78.24249647375606,4,7,3,3,2,0,0,0
17,0,108.32813271578112,2,18,4,5,1,0,1,0
205,0,122.53455134972101,6,28,3,2,1,0,0,0
221,0,85.78493941287329,8,11,4,2,0,2,0,0
188,0,100.00432935113928,5,7,4,3,2,0,1,0
49,0,77.29405619989302,2,9,4,1,1,1,0,0
179,1,99.44155081711183,9,26,3,2,1,1,0,0
191,0,99.42915548526847,8,4,4,3,1,0,0,0
92,0,122.13996907120027,7,28,3,2,0,0,3,0
5,0,214.70442892106436,5,29,4,4,0,0,4,0
9,0,95.0,4,10,4,0,0,0,0,0
158,0,114.63430535018843,8,13,3,1,0,0,0,0
308,1,78.3,11,23,4,3,0,0,0,0
254,0,100.70659076560396,7,9,4,1,0,0,0,0
85,0,105.38243499757725,3,25,4,4,2,0,0,0
224,0,68.34557274446875,11,25,4,4,1,3,0,0
51,0,141.54891322868963,6,11,4,1,0,0,3,0
3,1,180.09890918727106,8,10,4,4,1,0,2,0
19,0,138.56470370086797,3,10,4,1,1,0,1,0
76,0,124.78062468571375,6,17,4,3,0,2,0,0
55,2,80.0137554160377,9,8,4,4,0,0,0,0
276,0,95.0397285471778,9,21,3,2,0,0,0,0
177,0,76.5,8,5,4,1,0,0,0,0
23,0,128.32970597891364,5,21,4,3,2,0,0,0
11,0,79.0,2,12,4,2,0,3,0,0
17,0,171.24934918860302,4,26,4,2,1,0,0,0
134,0,79.5269908500801,7,10,4,2,1,1,0,0
243,0,85.83176902796825,10,29,4,2,1,0,0,0
18,0,129.0,9,25,4,0,1,3,0,0
185,2,137.7,8,6,4,2,0,0,3,0
102,0,121.93395128730225,7,26,4,2,0,0,0,0
81,0,132.3,10,8,4,3,1,0,3,0
45,0,86.4,11,6,4,2,0,0,0,0
218,0,69.37433831421444,8,11,4,2,1,0,0,0
153,0,142.4451653431642,8,24,4,2,1,0,3,0
34,0,80.68250677328501,3,10,4,1,0,2,0,0
42,0,86.79455070651079,1,15,4,2,0,0,0,0
21,0,96.38348978636046,3,19,4,0,0,0,0,0
180,0,94.44339729129373,8,16,4,2,0,2,0,0
46,1,79.2,11,11,4,2,0,3,0,0
62,0,110.70762453259513,8,3,4,2,0,2,0,0
266,0,76.21722068767957,12,24,4,5,1,0,0,0
86,0,89.6078360921356,9,18,4,2,0,0,0,0
26,0,186.8630281033425,7,2,4,2,2,0,3,0
239,0,90.6,6,15,3,2,0,1,0,0
50,0,208.06976929297699,9,14,4,3,0,0,5,0
75,0,135.0,10,11,4,4,0,0,0,0
26,0,79.73223690742738,12,20,4,3,1,1,0,0
6,0,67.36505507843508,5,25,2,1,0,0,0,0
156,1,105.74384371405124,7,13,4,3,1,0,0,0
157,0,82.04073450350968,8,25,4,3,1,3,0,0
53,1,108.34686183359308,10,29,4,1,1,0,0,0
94,0,74.34436939215682,3,19,4,2,1,0,0,0
61,0,121.4451633943057,4,15,4,1,1,0,3,0
56,0,94.5,5,21,4,1,1,1,0,0
36,0,103.59105305646932,7,12,4,1,0,1,0,0
4,0,162.03794864167864,7,14,4,1,1,0,4,0
163,1,105.3,7,3,4,2,0,0,0,0
151,1,110.28805834253245,7,11,4,2,1,0,0,0
26,1,96.31118278787488,10,13,4,1,2,0,2,0
5,0,196.43080975644764,4,7,4,2,0,0,5,0
229,0,70.44,10,27,4,3,0,0,0,0
178,0,108.41490309952101,8,3,4,2,0,0,0,0
231,1,137.7445094002913,9,5,3,3,0,0,1,0
177,1,122.28419649154817,8,24,4,1,2,0,0,0
108,0,109.6171819181038,6,8,3,3,2,0,0,0
41,1,163.43564953533686,10,20,4,2,0,0,0,0
21,0,67.79920523162767,4,24,2,1,0,0,0,0
82,1,107.01991570259122,7,13,4,1,1,2,0,0
213,0,103.36553162345966,10,6,4,2,1,0,0,0
56,0,139.09088286163612,5,27,4,2,0,0,2,0
68,0,120.91708904728893,5,10,4,3,0,0,0,0
36,0,78.13955947773427,12,5,4,6,1,3,0,0
235,0,96.35777807607352,11,28,4,4,2,0,0,0
23,0,89.39850908732562,2,11,4,2,1,0,0,0
220,0,82.97452197828827,9,29,4,1,0,3,0,0
196,0,127.7018720354864,8,28,4,1,0,0,1,0
275,0,62.8,6,4,3,1,1,0,0,0
170,0,137.7,8,23,4,1,0,0,0,0
31,0,126.2047431634597,6,7,4,1,2,1,0,0
220,1,82.47786913662176,12,29,4,2,1,1,0,0
18,0,89.38490242229545,3,7,4,1,0,2,0,0
162,1,112.81937682640086,7,13,3,2,0,0,0,0
18,0,156.13379589870712,5,11,4,0,0,0,3,0
88,0,68.55099457373032,5,18,3,1,1,0,0,0
227,0,96.3,9,14,4,1,1,0,0,0
213,0,102.93930402226142,10,5,4,4,2,0,0,0
158,0,199.3065562398021,6,22,4,3,0,0,4,0
135,0,136.5386147105483,8,1,4,1,0,0,3,0
98,1,63.75,8,4,3,1,0,0,0,0
124,0,114.08276042559255,7,21,4,4,2,0,3,0
187,0,134.4289821316199,9,27,4,3,2,0,3,0
6,1,124.0,9,8,4,0,0,0,0,0
173,0,81.96151812575741,7,11,4,3,0,3,0,0
112,0,99.48242669014654,4,27,4,3,0,0,3,0
111,0,120.0,10,10,3,0,1,0,2,0
43,0,148.23353323624667,6,29,4,2,0,0,3,0
101,0,134.82885637141118,6,15,4,3,1,0,0,0
14,0,104.887827620732,7,21,2,2,0,0,0,0
69,1,125.8478409364341,10,1,4,3,0,0,3,0
201,1,96.26554384920327,9,16,4,1,2,0,0,0
15,0,83.93504259060678,2,7,4,1,0,0,0,0
33,0,170.06717595372317,7,10,4,1,0,0,0,0
100,0,150.3,8,24,4,4,0,0,3,0
169,0,105.86211820541065,4,22,4,1,1,0,0,0
57,0,135.9,9,10,4,1,2,0,0,0
16,0,79.0,2,12,4,1,0,3,0,0
26,0,89.0,4,17,4,0,1,3,0,0
143,0,89.85436672896206,10,12,4,1,2,0,0,0
259,0,108.67297169040795,10,15,2,0,1,0,1,0
170,0,113.85235502715076,8,29,4,5,2,0,0,0
230,0,136.89641988588951,11,29,4,3,1,0,4,0
193,0,100.41640504363058,6,20,4,2,1,0,0,0
55,0,115.61428837029923,5,8,4,2,0,2,0,0
171,0,106.19992506487603,7,14,4,2,0,0,0,0
73,0,155.43188780531835,3,27,4,2,2,0,4,0
115,0,189.5743567521656,6,20,4,4,2,0,3,0
33,0,124.512715840944,7,8,4,1,1,2,0,0
170,0,85.34731241874644,5,24,4,0,1,2,0,0
44,0,196.91656754179945,6,16,4,2,1,0,4,0
162,1,120.66868816733565,7,27,4,1,0,0,0,0
34,0,99.64356079266808,4,16,4,1,1,0,0,0
61,0,159.88296947101597,5,1,4,1,2,0,0,0
104,0,108.0,10,20,4,1,1,2,0,0
195,0,159.66589344503709,7,24,4,4,2,0,5,0
224,0,68.61345013941651,11,25,4,4,1,2,0,0
15,0,83.04035503317975,2,8,4,1,0,0,0,0
9,1,129.0,6,16,4,2,0,3,0,0
23,0,228.36395802173607,8,24,4,3,0,0,5,0
111,0,106.4200007090959,5,3,4,3,0,0,0,0
16,0,106.0,2,27,4,0,1,0,3,0
341,1,71.9738009193016,12,29,4,3,1,2,0,0
10,0,188.75963724543908,3,17,4,2,0,0,4,0
166,0,80.75,6,27,4,3,0,3,0,0
200,1,115.61743143725528,8,14,4,1,1,0,1,0
7,0,151.0,8,9,4,3,0,0,0,0
155,0,143.14162721076505,9,18,4,0,1,0,2,0
238,0,112.47484000069088,6,15,3,1,0,0,0,0
50,0,107.49587134021849,8,4,4,1,0,3,0,0
144,0,89.25,7,14,4,4,2,3,0,0
130,0,129.82675996580969,8,8,4,2,0,0,0,0
153,1,130.45183396285415,7,22,4,1,1,0,0,0
68,0,118.81058594307963,4,22,4,1,1,0,2,0
226,0,104.03285542415935,8,23,3,1,0,0,0,0
52,1,89.09738895655016,5,7,4,3,0,0,1,0
33,0,140.4,3,24,4,2,0,0,3,0
120,0,161.90808902826956,8,9,4,4,1,1,2,0
7,0,83.82021970198662,2,13,2,0,1,0,0,0
9,0,89.0,4,18,4,0,0,3,0,0
2,0,109.45865836515249,11,23,4,1,0,0,2,0
45,0,126.2547434611699,10,2,4,1,1,0,0,0
29,0,101.42909745372107,3,5,4,0,1,0,2,0
135,0,104.03115102636228,8,1,4,5,1,0,0,0
36,0,82.50037911898767,3,1,4,2,0,0,0,0
0,0,138.3383306865,7,10,4,1,0,1,0,0
56,0,99.9,6,20,4,2,0,0,0,0
184,0,137.7,7,26,4,1,0,0,3,0
152,0,96.16240190622825,8,24,4,2,2,0,0,0
117,0,72.48062980481455,5,26,3,2,0,0,0,0
209,1,108.9,10,5,4,1,0,0,0,0
180,0,85.5,8,25,4,2,0,3,0,0
263,0,100.3,10,8,4,3,2,0,0,0
54,0,124.52581377117995,4,2,4,1,0,0,3,0
300,1,115.3296505298881,7,28,3,1,0,1,0,0
442,0,65.22773128098237,4,28,3,1,0,0,0,0
62,0,140.08941698316505,6,15,4,2,0,0,3,0
28,0,110.6783081605848,4,11,4,2,0,0,0,0
64,0,73.95,3,10,4,2,1,0,0,0
28,0,105.78120766691472,8,29,4,2,0,0,0,0
48,0,98.65286160780359,3,13,4,4,1,0,1,0
4,0,95.0,8,21,4,1,0,1,0,0
375,0,91.08923221686365,10,18,3,2,0,0,0,0
30,1,154.7868964965538,8,27,4,2,0,0,3,0
4,0,108.00926452058054,4,10,4,2,0,0,3,0
35,0,97.14700424079027,3,3,4,1,0,0,1,0
49,0,111.66505296991427,11,26,4,1,0,0,0,0
137,0,86.5212172600943,7,2,4,1,0,2,0,0
21,0,93.93851718182553,3,9,4,3,0,0,0,0
57,0,166.4942511513821,5,20,4,2,1,0,4,0
158,0,96.03499059311171,8,28,4,2,0,0,0,0
44,0,83.38547901343183,11,21,4,2,0,3,0,0
57,0,83.64920840945784,3,20,4,2,1,3,0,0
83,0,85.5,4,12,4,1,0,3,0,0
88,0,110.8714023483668,5,27,4,3,2,1,0,0
208,1,128.24154278024466,7,5,4,2,0,0,0,0
7,0,76.54585959310458,11,27,4,4,2,3,0,0
152,0,111.36261447162116,6,8,4,4,1,0,0,0
165,0,99.45,8,5,4,2,2,0,0,0
36,0,126.9,5,21,4,1,1,0,0,0
251,0,67.18430336218294,10,28,4,1,2,2,0,0
82,0,108.54505931992179,4,16,3,4,2,0,2,0
189,1,103.78902790463489,7,8,4,2,0,2,0,0
97,0,93.02236890156027,10,24,4,2,0,0,1,0
63,0,122.15813904839727,7,27,4,3,0,0,3,0
142,0,143.1,9,20,4,4,1,0,3,0
57,0,94.16322076724131,4,11,4,2,0,2,0,0
89,0,76.5,8,9,4,4,0,0,0,0
48,0,107.1,5,2,4,1,0,3,0,0
110,1,170.18512587470448,9,23,4,2,0,0,3,0
230,2,172.11597022575907,8,21,4,2,1,0,5,0
134,0,123.34984813862542,9,19,4,2,0,0,3,0
77,0,77.290757123459,6,7,4,4,1,0,0,0
34,0,65.8464921338087,7,18,2,1,0,0,0,0
92,0,150.3,8,22,4,1,1,0,3,0
181,2,122.62844336822758,9,25,4,2,0,0,1,0
79,0,93.6,11,24,4,2,0,0,0,0
19,0,198.9,5,10,4,2,0,0,5,0
82,0,76.5,7,16,4,4,2,0,0,0
30,0,152.39990400792593,8,3,4,2,0,0,1,0
38,0,79.32979842010336,2,25,2,1,0,0,0,0
295,0,116.85600326923355,8,20,4,3,0,1,0,0
178,0,70.0,10,14,3,1,0,0,0,0
306,0,52.0,11,23,3,2,0,0,0,0
17,0,98.28419702737192,8,29,4,2,1,0,0,0
151,0,122.74514138374887,10,30,4,3,1,0,3,0
49,1,108.34576362544094,6,19,4,1,0,1,0,0
134,0,87.38850548982454,4,29,4,2,0,3,0,0
196,0,87.68123512302407,8,7,3,1,1,1,0,0
234,1,172.54557280067573,7,20,4,2,0,0,5,0
48,0,125.88834301701672,9,2,4,0,1,0,0,0
80,0,90.092061924266,3,7,4,2,1,0,0,0
227,1,176.3627076844001,8,20,3,1,2,0,4,0
26,0,219.42263519034125,5,19,4,3,0,0,5,0
41,0,75.98865885304608,3,18,4,2,1,0,0,0
194,1,94.2351183404556,10,5,4,1,0,0,2,0
81,0,132.6,5,21,4,2,1,0,3,0
77,1,95.95017443798103,3,21,4,3,0,0,0,0
44,0,188.12787116443874,9,15,4,3,1,0,4,0
4,0,148.49993069359573,4,15,4,1,0,0,3,0
17,0,96.98480200227162,3,17,4,2,1,2,0,0
166,0,85.00824160876405,6,23,3,2,1,0,0,0
142,0,116.92753639082652,5,24,4,3,1,0,3,0
38,0,126.56727531161663,6,26,4,2,0,1,0,0
150,0,67.39993716204819,6,18,3,2,0,1,0,0
178,0,162.9,10,26,4,2,1,0,5,0
189,0,108.342569025662,9,5,4,3,1,0,0,0
16,0,58.03684098951123,2,16,3,3,1,1,0,0
15,0,97.0,3,12,4,1,1,0,0,0
94,0,129.79067081569926,5,15,4,4,0,3,0,0
19,0,85.12685498689896,2,8,4,3,0,2,0,0
65,1,90.58063797459194,10,9,4,3,1,0,0,0
17,0,166.0,7,8,4,1,0,0,3,0
193,0,165.6267784599536,9,27,4,3,1,0,5,0
250,1,100.72857425163704,9,25,3,2,1,0,0,0
111,0,149.89624513932307,8,22,4,3,1,0,3,0
202,0,90.0,5,5,3,2,0,0,0,0
82,0,132.6,5,22,4,3,0,0,3,0
198,0,139.71794704838794,10,16,4,2,0,0,3,0
164,0,95.0036508911921,4,29,4,3,1,0,0,0
152,0,94.57864621089713,9,23,4,2,2,2,0,0
39,0,89.38532967965041,5,20,4,1,0,2,0,0
148,0,90.94850576497707,7,22,4,4,1,3,0,0
68,1,108.38,4,24,4,2,2,0,0,0
153,0,131.96200591765268,7,16,4,3,1,0,0,0
39,0,166.56518511682546,7,26,4,3,1,0,1,0
153,0,95.63792080280534,8,24,4,2,0,0,0,0
147,0,95.81069385226114,4,3,3,3,0,0,0,0
60,0,139.67697128960398,6,17,4,7,2,0,3,0
15,0,89.0,6,20,4,1,0,3,0,0
32,0,69.22812089062496,2,25,4,3,0,3,0,0
173,0,108.9,10,5,4,2,0,0,0,0
68,0,90.74645579944045,4,13,4,3,0,3,0,0
3,0,165.90678390062024,7,10,4,1,1,0,3,0
51,0,97.51898140582907,3,7,4,1,1,0,1,0
111,0,196.58497343906737,11,24,4,2,1,0,5,0
198,0,113.35143941840703,8,25,3,3,0,0,0,0
13,0,128.07138063059347,3,28,4,3,1,0,3,0
25,0,156.0,5,20,4,1,0,0,3,0
70,0,160.10547482423422,6,27,4,1,2,0,3,0
27,0,74.8,12,20,4,4,0,0,0,0
41,0,167.2389688658875,6,12,4,1,0,0,3,0
88,0,150.79268730446003,9,9,4,3,0,0,3,0
60,0,170.16465048837256,9,7,4,1,1,0,4,0
15,0,118.53257690654245,8,29,4,1,0,3,0,0
41,0,126.19946345545856,4,20,4,2,2,0,0,0
140,0,130.5462989604955,7,18,4,6,2,0,0,0
182,0,69.93669911678413,10,21,4,2,0,1,0,0
84,0,106.21576571867429,4,19,3,4,1,0,0,0
33,0,125.1,8,8,4,1,0,3,0,0
7,0,221.0,6,8,4,1,0,0,5,0
24,0,89.33458544600794,2,12,4,1,0,0,0,0
182,1,97.37427064955617,7,26,4,1,0,0,0,0
156,1,113.81131088940224,5,22,4,2,1,0,3,0
86,1,110.94427708582073,6,30,4,1,0,1,0,0
6,1,85.99767583855753,3,4,4,2,1,0,0,0
32,0,168.7626644015649,4,30,4,1,0,0,2,0
42,0,135.10410229893358,4,24,3,2,2,0,3,0
276,0,95.0,9,22,3,3,0,0,0,0
106,0,104.1702202988488,7,7,4,2,0,2,0,0
198,1,106.2,4,29,4,1,1,0,0,0
113,0,74.6206136895572,7,1,4,2,1,0,0,0
279,1,78.84477225999008,11,5,4,3,0,0,0,0
115,0,160.82963646270875,10,10,4,1,0,2,0,0
231,0,90.90828735946054,8,25,4,3,0,0,0,0
37,0,132.54483404133612,3,24,4,1,0,0,1,0
257,0,110.34477541381389,9,15,3,0,0,0,0,0
134,0,89.4237330115504,9,13,3,2,1,0,0,0
64,0,147.25968973682095,7,26,4,3,0,0,2,0
15,0,89.3701893984608,9,11,4,0,0,3,0,0
142,0,105.84892024814825,8,3,4,4,1,1,0,0
152,1,133.1384547951346,7,28,4,3,1,0,0,0
18,1,143.23690499808242,9,6,4,4,1,0,0,0
169,1,105.3,7,12,4,2,0,0,0,0
45,0,71.1,3,11,4,1,0,2,0,0
90,0,197.54848372888435,5,13,4,2,1,0,5,0
148,0,116.35711377761963,6,17,4,1,0,2,0,0
79,0,97.10369466476826,4,4,4,4,1,0,3,0
47,0,149.4,9,14,4,2,2,0,3,0
19,1,88.50407743510124,9,29,4,1,1,1,0,0
60,0,79.93574904404346,3,4,4,3,1,0,0,0
150,0,85.33853015848149,7,28,4,0,1,2,0,0
54,0,88.66379444190346,3,17,4,2,1,1,0,0
47,0,110.2241412220168,8,27,4,0,0,0,0,0
37,0,67.5,2,13,4,1,0,3,0,0
9,0,151.0,7,11,4,3,0,0,0,0
249,0,77.26868965542178,11,30,4,3,2,0,0,0
49,0,159.26857519719852,7,19,4,1,0,0,3,0
70,0,106.8223305429555,6,7,4,1,0,2,0,0
165,1,75.16544019809925,6,29,3,4,1,1,0,0
13,0,118.25289433897306,7,30,4,2,0,3,0,0
1,0,90.0,6,20,3,1,0,0,1,0
34,0,98.93575178862153,4,17,4,1,2,0,0,0
122,0,94.00195144114905,4,28,4,2,0,0,0,0
161,0,119.03301311930508,6,27,4,1,0,0,2,0
172,0,99.74108060256495,6,3,4,2,1,0,0,0
17,1,98.49333109717156,8,29,4,4,2,0,0,0
16,0,100.71362467002149,9,23,4,0,0,0,0,0
28,0,131.30711394406424,6,18,4,2,1,0,2,0
27,0,118.71646034726349,3,27,4,3,1,3,0,0
37,0,125.18492750840194,8,17,4,0,1,2,0,0
239,0,106.41488910821994,6,9,4,2,0,0,0,0
196,0,83.9026776007193,9,30,4,1,1,3,0,0
158,0,85.5,7,26,4,1,0,3,0,0
2,0,107.27548454046449,2,16,2,3,0,0,3,0
28,0,130.81333834610487,6,17,4,2,2,0,2,0
291,0,115.0,7,19,3,2,0,1,0,0
192,2,106.35958071662675,8,9,4,1,1,0,0,0
278,0,81.8511785296834,8,23,4,4,2,3,0,0
161,1,106.05766191261604,7,15,4,2,1,0,0,0
277,0,93.52133060111582,10,19,4,2,1,0,0,0
111,1,108.0,10,12,4,1,0,3,0,0
126,0,149.64318252745807,9,9,4,3,0,0,3,0
138,0,73.26196421678105,3,9,3,2,1,0,0,0
166,1,121.51307121705055,8,1,4,2,0,0,0,0
36,0,132.031674166151,3,24,4,1,0,0,2,0
42,0,77.22474793712476,3,14,4,1,0,0,0,0
239,0,86.7802187549811,7,5,4,1,0,0,0,0
21,0,119.26535411686035,7,4,4,1,0,1,0,0
95,2,89.30846366589353,11,20,4,0,2,0,0,0
68,0,117.44062133213784,10,18,4,3,0,0,2,0
276,0,89.54030527467464,11,6,4,4,0,0,0,0
18,0,111.07041883656271,5,13,4,1,0,0,0,0
39,0,176.41653713466647,4,22,4,3,1,0,5,0
19,0,111.50133479975037,3,4,4,1,0,0,2,0
17,0,97.0,3,18,4,1,1,3,0,0
172,1,119.10530497068771,8,17,4,1,1,0,0,0
195,1,137.7,8,26,4,2,1,0,3,0
181,0,97.18256393084637,9,13,4,1,0,3,0,0
33,0,69.44104420186918,2,13,4,1,1,3,0,0
188,0,119.8916199160237,8,21,4,2,1,0,0,0
111,0,118.72462427150043,7,14,4,3,1,0,0,0
63,0,65.44323150027874,2,17,4,2,2,0,0,0
67,0,165.04240944996133,10,2,4,3,0,0,1,0
23,1,89.93801091948157,11,17,4,2,0,3,0,0
74,0,128.8076218624808,5,6,4,2,0,0,1,0
3,0,77.62223915097337,11,20,4,8,3,1,0,0
195,0,105.16129379331252,8,3,4,3,0,0,0,0
16,0,129.0,9,26,4,1,0,3,0,0
334,0,75.43016870277735,11,9,4,2,1,0,0,0
72,1,115.78132590426718,9,15,2,2,0,3,0,0
142,0,130.27239083609408,8,21,4,4,0,0,0,0
112,0,89.62961899394882,11,6,3,1,0,0,0,0
104,0,97.81454329576923,4,28,4,3,0,0,0,0
194,0,121.05703574158589,7,17,3,2,0,0,0,0
100,0,135.71278246805238,5,18,4,3,1,0,0,0
31,0,67.5,2,5,4,2,0,2,0,0
155,0,128.88140377917568,8,1,4,3,1,0,0,0
19,0,90.57284814058428,2,20,4,0,1,0,0,0
187,0,110.89478303887167,9,28,4,1,1,0,1,0
9,1,129.1654838522289,6,16,4,2,0,2,0,0
125,0,75.0820850447461,7,8,4,2,1,1,0,0
162,0,94.5,7,22,4,2,0,3,0,0
138,0,192.08848697637023,7,29,4,1,1,0,4,0
38,0,89.32597673079563,5,21,4,1,0,3,0,0
290,0,90.76531918035765,10,19,4,3,1,0,0,0
5,0,78.4221173624174,11,19,4,5,2,3,0,0
16,0,75.6863485265458,11,23,4,3,2,3,0,0
43,0,105.68620493440987,6,27,4,3,1,3,0,0
132,0,113.77506922523366,7,14,4,1,0,0,3,0
91,0,150.3,8,20,4,2,1,0,3,0
253,0,90.95,8,29,4,3,0,0,0,0
237,0,80.34708584538237,10,27,4,6,0,1,0,0
190,0,108.2128691937632,9,5,4,3,1,0,0,0
122,0,106.53450367821344,7,1,4,2,1,0,0,0
69,0,88.89575388258902,8,18,4,1,1,1,0,0
32,0,89.1,7,23,4,0,1,3,0,0
188,0,94.5,7,22,4,1,1,3,0,0
96,0,76.5,8,10,4,2,0,0,0,0
140,0,117.93902647418398,7,3,3,2,1,1,2,0
24,0,115.60650592411868,7,13,4,1,0,0,0,0
227,0,91.01817231816938,8,27,4,4,2,0,0,0
72,0,150.433920692957,4,9,4,3,1,0,0,0
92,0,159.8226812647183,6,7,4,2,0,0,0,0
11,1,119.97218935669434,9,30,4,0,0,3,0,0
5,0,89.0,3,22,4,1,0,3,0,0
230,0,101.38972342926819,9,5,4,3,0,0,0,0
195,0,73.0461245234724,11,23,4,1,1,3,0,0
123,0,108.33215329093665,9,5,4,1,0,1,0,0
289,0,95.57986534932486,10,29,4,3,1,0,0,0
174,0,126.9,9,11,4,0,1,0,0,0
208,0,117.09277265141728,9,12,4,1,2,2,0,0
68,0,169.43090780248798,8,4,4,3,2,0,1,0
174,1,83.27836175694141,10,12,4,2,2,0,0,0
225,0,67.75605058897904,10,25,4,1,0,2,0,0
174,0,103.1091500639037,8,7,4,1,1,2,0,0
18,0,113.69371978645596,5,12,4,0,1,0,0,0
157,0,94.5,8,24,4,2,0,3,0,0
4,0,127.0,2,10,4,2,1,0,0,0
88,0,186.40844243816326,6,20,4,2,0,0,5,0
188,0,90.72262085435904,7,27,4,4,1,0,0,0
247,0,90.95,10,25,4,4,0,0,0,0
70,0,111.7749564229388,10,23,4,2,0,0,1,0
10,0,76.61424671059099,11,17,4,12,5,3,0,0
206,1,174.07407010410222,8,6,4,0,1,0,5,0
67,0,149.4,9,15,4,2,0,0,3,0
14,0,125.51733417079303,4,7,4,3,1,0,3,0
21,0,118.64557001596182,5,22,4,1,0,0,0,0
4,0,253.3259651072881,8,20,4,2,2,0,4,0
187,0,111.50788483788192,8,28,4,0,1,0,1,0
165,1,71.16021878733648,6,30,3,4,1,0,0,0
292,0,115.46614828678803,7,21,3,2,0,1,0,0
55,1,109.73736420989587,7,30,4,3,0,0,0,0
111,0,136.8570629256549,5,4,4,2,0,0,1,0
6,1,98.35072645305667,8,14,4,1,0,0,0,0
31,0,127.77208295176656,8,15,4,2,1,1,0,0
211,0,84.06494656766169,5,30,4,2,1,0,0,0
51,0,150.85651768281915,6,29,4,2,0,0,3,0
150,1,82.93616493895655,6,10,3,1,1,0,2,0
238,1,111.53534837301741,7,18,3,2,0,0,1,0
28,0,149.35996148792518,7,23,4,2,0,0,3,0
30,0,83.04757907035238,12,23,4,1,1,0,0,0
55,0,137.69582417145074,4,8,4,1,0,0,2,0
27,0,137.90791687927722,5,19,4,2,1,0,3,0
130,1,118.56707988150895,9,18,4,0,1,2,0,0
152,0,95.41371164625248,8,24,4,2,2,1,0,0
196,0,111.90505330741803,7,24,3,2,0,0,0,0
57,0,132.39313192549977,8,10,4,3,1,0,3,0
43,0,98.02315449024354,3,21,4,1,1,0,0,0
105,0,108.52587259695454,7,11,4,2,1,0,0,0
76,0,129.41454283893438,7,7,4,2,1,0,3,0
232,0,0.0,9,10,4,1,0,0,0,0
211,0,81.30838936428374,6,19,4,0,1,0,0,0
304,0,89.0,11,3,3,2,0,0,0,0
99,0,99.61488094989797,9,27,4,3,0,0,0,0
120,0,100.05133856887657,5,9,4,2,0,0,0,0
192,1,108.45,8,11,4,2,1,0,0,0
222,0,76.02774637062431,10,29,4,3,1,3,0,0
129,0,86.62140646247266,5,27,4,2,1,3,0,0
